YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
2002,11,WI,"Combined Heat and Power, Commercial Power",Coal,"3,510"
2002,11,WI,"Combined Heat and Power, Commercial Power",Petroleum,317
2002,11,WI,"Combined Heat and Power, Commercial Power",Natural Gas,"5,928"
2002,11,WI,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,0
2002,11,WI,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,20
2002,11,WI,"Combined Heat and Power, Commercial Power",Other Biomass,"1,091"
2002,11,WI,"Combined Heat and Power, Commercial Power",Other,229
2002,11,WI,"Combined Heat and Power, Commercial Power",Total,"11,095"
2002,11,WI,"Combined Heat and Power, Industrial Power",Coal,"103,699"
2002,11,WI,"Combined Heat and Power, Industrial Power",Petroleum,"17,519"
2002,11,WI,"Combined Heat and Power, Industrial Power",Natural Gas,"13,907"
2002,11,WI,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,"17,763"
2002,11,WI,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"51,864"
2002,11,WI,"Combined Heat and Power, Industrial Power",Other Biomass,289
2002,11,WI,"Combined Heat and Power, Industrial Power",Total,"205,041"
2002,11,WV,Total Electric Power Industry,Coal,"7,746,033"
2002,11,WV,Total Electric Power Industry,Petroleum,"21,601"
2002,11,WV,Total Electric Power Industry,Natural Gas,"12,531"
2002,11,WV,Total Electric Power Industry,Other Gases,"14,275"
2002,11,WV,Total Electric Power Industry,Hydroelectric Conventional,"131,290"
2002,11,WV,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2002,11,WV,Total Electric Power Industry,Other Biomass,"1,593"
2002,11,WV,Total Electric Power Industry,Other,120
2002,11,WV,Total Electric Power Industry,Total,"7,927,443"
2002,11,WV,"Electric Generators, Electric Utilities",Coal,"4,870,086"
2002,11,WV,"Electric Generators, Electric Utilities",Petroleum,"20,903"
2002,11,WV,"Electric Generators, Electric Utilities",Natural Gas,255
2002,11,WV,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"29,986"
2002,11,WV,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2002,11,WV,"Electric Generators, Electric Utilities",Other Biomass,"1,539"
2002,11,WV,"Electric Generators, Electric Utilities",Other,120
2002,11,WV,"Electric Generators, Electric Utilities",Total,"4,922,889"
2002,11,WV,"Electric Generators, Independent Power Producers",Coal,"2,769,639"
2002,11,WV,"Electric Generators, Independent Power Producers",Petroleum,604
2002,11,WV,"Electric Generators, Independent Power Producers",Natural Gas,"6,064"
2002,11,WV,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"43,446"
2002,11,WV,"Electric Generators, Independent Power Producers",Total,"2,819,753"
2002,11,WV,"Combined Heat and Power, Electric Power",Coal,"35,689"
2002,11,WV,"Combined Heat and Power, Electric Power",Natural Gas,8
2002,11,WV,"Combined Heat and Power, Electric Power",Total,"35,697"
2002,11,WV,"Combined Heat and Power, Industrial Power",Coal,"70,619"
2002,11,WV,"Combined Heat and Power, Industrial Power",Petroleum,94
2002,11,WV,"Combined Heat and Power, Industrial Power",Natural Gas,"6,204"
2002,11,WV,"Combined Heat and Power, Industrial Power",Other Gases,"14,275"
2002,11,WV,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,"57,858"
2002,11,WV,"Combined Heat and Power, Industrial Power",Other Biomass,54
2002,11,WV,"Combined Heat and Power, Industrial Power",Total,"149,104"
2002,11,WY,Total Electric Power Industry,Coal,"3,550,683"
2002,11,WY,Total Electric Power Industry,Petroleum,"1,921"
2002,11,WY,Total Electric Power Industry,Natural Gas,"48,467"
2002,11,WY,Total Electric Power Industry,Hydroelectric Conventional,"20,336"
2002,11,WY,Total Electric Power Industry,Wind,"45,067"
2002,11,WY,Total Electric Power Industry,Other,"6,386"
2002,11,WY,Total Electric Power Industry,Total,"3,672,860"
2002,11,WY,"Electric Generators, Electric Utilities",Coal,"3,531,929"
2002,11,WY,"Electric Generators, Electric Utilities",Petroleum,"1,844"
2002,11,WY,"Electric Generators, Electric Utilities",Natural Gas,"8,819"
2002,11,WY,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"20,336"
2002,11,WY,"Electric Generators, Electric Utilities",Wind,"2,165"
2002,11,WY,"Electric Generators, Electric Utilities",Total,"3,565,093"
2002,11,WY,"Electric Generators, Independent Power Producers",Natural Gas,"10,426"
2002,11,WY,"Electric Generators, Independent Power Producers",Wind,"42,902"
2002,11,WY,"Electric Generators, Independent Power Producers",Total,"53,328"
2002,11,WY,"Combined Heat and Power, Industrial Power",Coal,"18,754"
2002,11,WY,"Combined Heat and Power, Industrial Power",Petroleum,77
2002,11,WY,"Combined Heat and Power, Industrial Power",Natural Gas,"29,222"
2002,11,WY,"Combined Heat and Power, Industrial Power",Other,"6,386"
2002,11,WY,"Combined Heat and Power, Industrial Power",Total,"54,439"
2002,11,US-TOTAL,Total Electric Power Industry,Coal,"156,053,655"
2002,11,US-TOTAL,Total Electric Power Industry,Petroleum,"6,286,737"
2002,11,US-TOTAL,Total Electric Power Industry,Natural Gas,"45,160,876"
2002,11,US-TOTAL,Total Electric Power Industry,Other Gases,"894,161"
2002,11,US-TOTAL,Total Electric Power Industry,Nuclear,"61,520,324"
2002,11,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,"19,730,029"
2002,11,US-TOTAL,Total Electric Power Industry,Wind,"655,946"
2002,11,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,"28,175"
2002,11,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,"3,161,172"
2002,11,US-TOTAL,Total Electric Power Industry,Geothermal,"1,189,364"
2002,11,US-TOTAL,Total Electric Power Industry,Other Biomass,"1,214,991"
2002,11,US-TOTAL,Total Electric Power Industry,Pumped Storage,"-666,344"
2002,11,US-TOTAL,Total Electric Power Industry,Other,"1,060,476"
2002,11,US-TOTAL,Total Electric Power Industry,Total,"296,289,561"
2002,11,US-TOTAL,"Electric Generators, Electric Utilities",Coal,"120,937,752"
2002,11,US-TOTAL,"Electric Generators, Electric Utilities",Petroleum,"3,823,647"
2002,11,US-TOTAL,"Electric Generators, Electric Utilities",Natural Gas,"13,302,162"
2002,11,US-TOTAL,"Electric Generators, Electric Utilities",Other Gases,"30,805"
2002,11,US-TOTAL,"Electric Generators, Electric Utilities",Nuclear,"38,577,222"
2002,11,US-TOTAL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"17,754,265"
2002,11,US-TOTAL,"Electric Generators, Electric Utilities",Wind,"27,039"
2002,11,US-TOTAL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,127
2002,11,US-TOTAL,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,"66,536"
2002,11,US-TOTAL,"Electric Generators, Electric Utilities",Geothermal,"108,189"
2002,11,US-TOTAL,"Electric Generators, Electric Utilities",Other Biomass,"64,489"
2002,11,US-TOTAL,"Electric Generators, Electric Utilities",Pumped Storage,"-531,768"
2002,11,US-TOTAL,"Electric Generators, Electric Utilities",Other,"44,140"
2002,11,US-TOTAL,"Electric Generators, Electric Utilities",Total,"194,204,605"
2002,11,US-TOTAL,"Electric Generators, Independent Power Producers",Coal,"30,965,653"
2002,11,US-TOTAL,"Electric Generators, Independent Power Producers",Petroleum,"1,436,480"
2002,11,US-TOTAL,"Electric Generators, Independent Power Producers",Natural Gas,"13,202,820"
2002,11,US-TOTAL,"Electric Generators, Independent Power Producers",Other Gases,891
2002,11,US-TOTAL,"Electric Generators, Independent Power Producers",Nuclear,"22,943,102"
2002,11,US-TOTAL,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"1,527,387"
2002,11,US-TOTAL,"Electric Generators, Independent Power Producers",Wind,"628,908"
2002,11,US-TOTAL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"28,048"
2002,11,US-TOTAL,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"543,750"
2002,11,US-TOTAL,"Electric Generators, Independent Power Producers",Geothermal,"1,081,176"
2002,11,US-TOTAL,"Electric Generators, Independent Power Producers",Other Biomass,"834,722"
2002,11,US-TOTAL,"Electric Generators, Independent Power Producers",Pumped Storage,"-134,576"
2002,11,US-TOTAL,"Electric Generators, Independent Power Producers",Other,"553,760"
2002,11,US-TOTAL,"Electric Generators, Independent Power Producers",Total,"73,612,121"
2002,11,US-TOTAL,"Combined Heat and Power, Electric Power",Coal,"2,268,341"
2002,11,US-TOTAL,"Combined Heat and Power, Electric Power",Petroleum,"556,747"
2002,11,US-TOTAL,"Combined Heat and Power, Electric Power",Natural Gas,"12,231,636"
2002,11,US-TOTAL,"Combined Heat and Power, Electric Power",Other Gases,"132,931"
2002,11,US-TOTAL,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"145,289"
2002,11,US-TOTAL,"Combined Heat and Power, Electric Power",Other Biomass,"147,937"
2002,11,US-TOTAL,"Combined Heat and Power, Electric Power",Other,"74,285"
2002,11,US-TOTAL,"Combined Heat and Power, Electric Power",Total,"15,557,166"
2002,11,US-TOTAL,"Combined Heat and Power, Commercial Power",Coal,"78,358"
2002,11,US-TOTAL,"Combined Heat and Power, Commercial Power",Petroleum,"37,831"
2002,11,US-TOTAL,"Combined Heat and Power, Commercial Power",Natural Gas,"293,635"
2002,11,US-TOTAL,"Combined Heat and Power, Commercial Power",Other Gases,0
2002,11,US-TOTAL,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,"1,249"
2002,11,US-TOTAL,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,"1,007"
2002,11,US-TOTAL,"Combined Heat and Power, Commercial Power",Other Biomass,"95,946"
2002,11,US-TOTAL,"Combined Heat and Power, Commercial Power",Other,"46,436"
2002,11,US-TOTAL,"Combined Heat and Power, Commercial Power",Total,"554,462"
2002,11,US-TOTAL,"Combined Heat and Power, Industrial Power",Coal,"1,803,551"
2002,11,US-TOTAL,"Combined Heat and Power, Industrial Power",Petroleum,"432,031"
2002,11,US-TOTAL,"Combined Heat and Power, Industrial Power",Natural Gas,"6,130,622"
2002,11,US-TOTAL,"Combined Heat and Power, Industrial Power",Other Gases,"729,534"
2002,11,US-TOTAL,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,"447,128"
2002,11,US-TOTAL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"2,404,590"
2002,11,US-TOTAL,"Combined Heat and Power, Industrial Power",Other Biomass,"71,898"
2002,11,US-TOTAL,"Combined Heat and Power, Industrial Power",Other,"341,854"
2002,11,US-TOTAL,"Combined Heat and Power, Industrial Power",Total,"12,361,208"
2002,12,AK,Total Electric Power Industry,Coal,"54,577"
2002,12,AK,Total Electric Power Industry,Petroleum,"75,742"
2002,12,AK,Total Electric Power Industry,Natural Gas,"375,229"
2002,12,AK,Total Electric Power Industry,Hydroelectric Conventional,"142,329"
2002,12,AK,Total Electric Power Industry,Wood and Wood Derived Fuels,102
2002,12,AK,Total Electric Power Industry,Other Biomass,"1,100"
2002,12,AK,Total Electric Power Industry,Total,"649,079"
2002,12,AK,"Electric Generators, Electric Utilities",Coal,"17,901"
2002,12,AK,"Electric Generators, Electric Utilities",Petroleum,"68,239"
2002,12,AK,"Electric Generators, Electric Utilities",Natural Gas,"297,582"
2002,12,AK,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"142,329"
2002,12,AK,"Electric Generators, Electric Utilities",Total,"526,051"
2002,12,AK,"Electric Generators, Independent Power Producers",Natural Gas,0
2002,12,AK,"Electric Generators, Independent Power Producers",Total,0
2002,12,AK,"Combined Heat and Power, Electric Power",Coal,"23,831"
2002,12,AK,"Combined Heat and Power, Electric Power",Petroleum,169
2002,12,AK,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,102
2002,12,AK,"Combined Heat and Power, Electric Power",Total,"24,101"
2002,12,AK,"Combined Heat and Power, Commercial Power",Coal,"12,845"
2002,12,AK,"Combined Heat and Power, Commercial Power",Petroleum,"2,617"
2002,12,AK,"Combined Heat and Power, Commercial Power",Total,"15,462"
2002,12,AK,"Combined Heat and Power, Industrial Power",Petroleum,"4,718"
2002,12,AK,"Combined Heat and Power, Industrial Power",Natural Gas,"77,646"
2002,12,AK,"Combined Heat and Power, Industrial Power",Other Biomass,"1,100"
2002,12,AK,"Combined Heat and Power, Industrial Power",Total,"83,464"
2002,12,AL,Total Electric Power Industry,Coal,"6,234,852"
2002,12,AL,Total Electric Power Industry,Petroleum,"25,972"
2002,12,AL,Total Electric Power Industry,Natural Gas,"818,124"
2002,12,AL,Total Electric Power Industry,Other Gases,"2,250"
2002,12,AL,Total Electric Power Industry,Nuclear,"2,858,023"
2002,12,AL,Total Electric Power Industry,Hydroelectric Conventional,"1,597,608"
2002,12,AL,Total Electric Power Industry,Wood and Wood Derived Fuels,"288,762"
2002,12,AL,Total Electric Power Industry,Other Biomass,"1,498"
2002,12,AL,Total Electric Power Industry,Other,"3,112"
2002,12,AL,Total Electric Power Industry,Total,"11,830,201"
2002,12,AL,"Electric Generators, Electric Utilities",Coal,"6,195,341"
2002,12,AL,"Electric Generators, Electric Utilities",Petroleum,"12,957"
2002,12,AL,"Electric Generators, Electric Utilities",Natural Gas,"602,824"
2002,12,AL,"Electric Generators, Electric Utilities",Nuclear,"2,858,023"
2002,12,AL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"1,597,608"
2002,12,AL,"Electric Generators, Electric Utilities",Total,"11,266,753"
2002,12,AL,"Electric Generators, Independent Power Producers",Petroleum,0
2002,12,AL,"Electric Generators, Independent Power Producers",Natural Gas,"63,987"
2002,12,AL,"Electric Generators, Independent Power Producers",Total,"63,987"
2002,12,AL,"Combined Heat and Power, Electric Power",Coal,"20,471"
2002,12,AL,"Combined Heat and Power, Electric Power",Petroleum,27
2002,12,AL,"Combined Heat and Power, Electric Power",Natural Gas,"29,094"
2002,12,AL,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"15,839"
2002,12,AL,"Combined Heat and Power, Electric Power",Other,266
2002,12,AL,"Combined Heat and Power, Electric Power",Total,"65,697"
2002,12,AL,"Combined Heat and Power, Industrial Power",Coal,"19,040"
2002,12,AL,"Combined Heat and Power, Industrial Power",Petroleum,"12,988"
2002,12,AL,"Combined Heat and Power, Industrial Power",Natural Gas,"122,219"
2002,12,AL,"Combined Heat and Power, Industrial Power",Other Gases,"2,250"
2002,12,AL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"272,923"
2002,12,AL,"Combined Heat and Power, Industrial Power",Other Biomass,"1,498"
2002,12,AL,"Combined Heat and Power, Industrial Power",Other,"2,846"
2002,12,AL,"Combined Heat and Power, Industrial Power",Total,"433,764"
2002,12,AR,Total Electric Power Industry,Coal,"1,816,216"
2002,12,AR,Total Electric Power Industry,Petroleum,"49,743"
2002,12,AR,Total Electric Power Industry,Natural Gas,"149,358"
2002,12,AR,Total Electric Power Industry,Nuclear,"1,353,074"
2002,12,AR,Total Electric Power Industry,Hydroelectric Conventional,"141,292"
2002,12,AR,Total Electric Power Industry,Wood and Wood Derived Fuels,"128,073"
2002,12,AR,Total Electric Power Industry,Other Biomass,430
2002,12,AR,Total Electric Power Industry,Other,"14,664"
2002,12,AR,Total Electric Power Industry,Total,"3,652,850"
2002,12,AR,"Electric Generators, Electric Utilities",Coal,"1,807,343"
2002,12,AR,"Electric Generators, Electric Utilities",Petroleum,"41,269"
2002,12,AR,"Electric Generators, Electric Utilities",Natural Gas,"3,655"
2002,12,AR,"Electric Generators, Electric Utilities",Nuclear,"1,353,074"
2002,12,AR,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"141,292"
2002,12,AR,"Electric Generators, Electric Utilities",Total,"3,346,633"
2002,12,AR,"Electric Generators, Independent Power Producers",Natural Gas,"22,856"
2002,12,AR,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,0
2002,12,AR,"Electric Generators, Independent Power Producers",Other,"2,167"
2002,12,AR,"Electric Generators, Independent Power Producers",Total,"25,023"
2002,12,AR,"Combined Heat and Power, Electric Power",Petroleum,0
2002,12,AR,"Combined Heat and Power, Electric Power",Natural Gas,"106,291"
2002,12,AR,"Combined Heat and Power, Electric Power",Total,"106,291"
2002,12,AR,"Combined Heat and Power, Commercial Power",Natural Gas,174
2002,12,AR,"Combined Heat and Power, Commercial Power",Other Biomass,430
2002,12,AR,"Combined Heat and Power, Commercial Power",Total,604
2002,12,AR,"Combined Heat and Power, Industrial Power",Coal,"8,873"
2002,12,AR,"Combined Heat and Power, Industrial Power",Petroleum,"8,474"
2002,12,AR,"Combined Heat and Power, Industrial Power",Natural Gas,"16,382"
2002,12,AR,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"128,073"
